

永刚音乐,#gengre#
经典老歌《花言巧语有何用》,https://vd2.bdstatic.com/mda-nbfbr99k0mx0k3cb/sc/cae_h264_delogo/1644999744049606500/mda-nbfbr99k0mx0k3cb.mp4
永刚音乐6,#gngre#
抖音热歌《大风吹+夜夜夜漫长》,https://vdse.bdstatic.com//13da18e12728e9d7849f6589a3070b4c.mp4
爱难求情难断,https://vdse.bdstatic.com//5735792c83e11b5ee35427bc988871e1.mp4
打上花火,https://vd3.bdstatic.com/mda-nbj2hdewqxwyt4y9/hd/cae_h264_delogo/1645321894610944045/mda-nbj2hdewqxwyt4y9.mp4
浪子回头,https://vd3.bdstatic.com/mda-keuamw3gnsupfwqj/hd/mda-keuamw3gnsupfwqj.mp4
相思风雨中,https://vdse.bdstatic.com//aa4703d1392ddde27c270395321f8ec0.mp4
闽南歌曲为你打拼,https://vd2.bdstatic.com/mda-jfrqp37qa3yqwaza/hd/mda-jfrqp37qa3yqwaza.mp4
林翠萍闽南歌曲连杯酒,https://vd2.bdstatic.com/mda-idcpuxhf4sw5wfyc/hd/mda-idcpuxhf4sw5wfyc.mp4
经典闽南歌斗阵,https://vd4.bdstatic.com/mda-ka1n27pn0u9qk8du/v1-cae/sc/mda-ka1n27pn0u9qk8du.mp4
经典老歌我是一只小小鸟》,https://vd3.bdstatic.com/mda-narrpr0c46ykxrnj/sc/cae_h264_delogo/1643221077281912858/mda-narrpr0c46ykxrnj.mp4
翻唱闽南歌曲,https://vd4.bdstatic.com/mda-kg2xhas88nzdgv2u/v1-cae/sc/mda-kg2xhas88nzdgv2u.mp4
闽南语，韩宝仪一曲相思唱不完,https://vd4.bdstatic.com/mda-kj6v6xzizts5t2gk/sc/mda-kj6v6xzizts5t2gk.mp4
闽南歌曲一字缘,https://vd2.bdstatic.com/mda-ncm4k57c5semcqxk/720p/h264_delogo/1647919015940120145/mda-ncm4k57c5semcqxk.mp4
大立电视台闽南歌曲,https://vd2.bdstatic.com/mda-migxsn623v5r79c9/720p/h264/1631917637972867576/mda-migxsn623v5r79c9.mp4
红色的回忆,https://vd3.bdstatic.com/mda-ncq4h9j9zb0g8y9s/sc/cae_h264_delogo/1648178450189394733/mda-ncq4h9j9zb0g8y9s.mp4
心爱的再会啦,https://vd3.bdstatic.com/mda-kit8gfxnb4upt1sb/sc/mda-kit8gfxnb4upt1sb.mp4
惦记这一些,https://vd3.bdstatic.com/mda-kig2qd5wfx4iw5dm/v1-cae/sc/mda-kig2qd5wfx4iw5dm.mp4
越时想你越难过,https://vd4.bdstatic.com/mda-ncf8qdntgmvs2w9j/hd/cae_h264_delogo/1647411326245173007/mda-ncf8qdntgmvs2w9j.mp4
伤心的人听伤心的歌,https://vd2.bdstatic.com/mda-nd708zfixc4y7ueg/480p/h264_delogo/1649376769394566091/mda-nd708zfixc4y7ueg.mp4
想你想了那么久,https://vdse.bdstatic.com//bef5f7a4d88b96ed11d22328df309dd5.mp4
广岛之恋,https://vd2.bdstatic.com/mda-nb9wp7unp3a4fyj7/sc/cae_h264_delogo/1644529827107827791/mda-nb9wp7unp3a4fyj7.mp4
谭咏麟雨夜的浪漫,https://vd3.bdstatic.com/mda-jjpdd3fdpnak4fct/sc/mda-jjpdd3fdpnak4fct.mp4
程响_世界这么大还是遇见你,https://vd3.bdstatic.com/mda-mb3q06up2gatnqps/v1-cae/1080p/mda-mb3q06up2gatnqps.mp4
杨采妮_爱情来的时候,https://vd4.bdstatic.com/mda-ia4s10u225fpuywr/hd/mda-ia4s10u225fpuywr.mp4
酒盅,https://vd2.bdstatic.com/mda-med5m9djha86mw3d/hd/cae_h264_nowatermark/1621458509451855412/mda-med5m9djha86mw3d.mp4
原版九儿,https://vd3.bdstatic.com/mda-na8123sh12aw53xy/1080p/cae_h264_delogo/1642245729104972529/mda-na8123sh12aw53xy.mp4
闲庭絮,https://txmov2.a.kwimgs.com/upic/2022/04/06/18/BMjAyMjA0MDYxODEyNTNfMjQ2NTE5NTY0N183MTQwMTM2MDMxMF8xXzM=_b_Bba9f8e7dfd2f05ca8e0b2fc73e3844f1.mp4
情难断,https://vd4.bdstatic.com/mda-nbpw16dugr0ppae5/sc/cae_h264_delogo/1645737527853870072/mda-nbpw16dugr0ppae5.mp4
伤离别,https://vd3.bdstatic.com/mda-mjtdghzjvm7z63g0/720p/h264/1635413665861153734/mda-mjtdghzjvm7z63g0.mp4
音乐520,https://vdse.bdstatic.com//7b2f1b020851df0037ed7b5013a8887d.mp4
偏偏喜欢你,http://mobi.kuwo.cn/tmevideo/tme1257667.mp4
长路漫漫伴你闯,http://mobi.kuwo.cn/tmevideo/tme2000399.mp4
情人,https://vd3.bdstatic.com/mda-nbdmh6kuvjac83n9/sc/cae_h264_delogo/1644854645839577168/mda-nbdmh6kuvjac83n9.mp4
我和草原有个约定,https://vd3.bdstatic.com/mda-mmncamvbvy6f9ccd/sc/bd265_cae/1640342881220398385/mda-mmncamvbvy6f9ccd.mp4
孙艺琪《寂寞的人别听伤感情歌》,https://vd2.bdstatic.com/mda-mdscsws7443npwa8/1080p/cae_h264/1619516504/mda-mdscsws7443npwa8.mp4
DJ版《秒针》,https://vd3.bdstatic.com/mda-ncceyqpywz4ttnzk/720p/h264_delogo/1647167736192140920/mda-ncceyqpywz4ttnzk.mp4
此生已过半,https://vd3.bdstatic.com/mda-mdaprhx095djift2/hd/mda-mdaprhx095djift2.mp4
秋裤大叔《哥已不再是当年的哥》,https://vd3.bdstatic.com/mda-mmhdmj400yjvu3n4/hd/cae_h264_delogo/1642529538673115155/mda-mmhdmj400yjvu3n4.mp4
多年以后的我,https://vd2.bdstatic.com/mda-nda642uss7wyt2gs/720p/h264_delogo/1649650859334582270/mda-nda642uss7wyt2gs.mp4
宝贝对不起,https://vd4.bdstatic.com/mda-mfga5fu9ui2nfrug/sc/cae_h264/1623916592514612370/mda-mfga5fu9ui2nfrug.mp4
风雨兼程,https://vd3.bdstatic.com/mda-ndcm3id2sdrt11tr/720p/h264_delogo/1649861687751505280/mda-ndcm3id2sdrt11tr.mp4
慢慢相思偷敲窗,https://vd4.bdstatic.com/mda-ndc5pbyw3tnms0d0/hd/cae_h264_delogo/1649830482524324476/mda-ndc5pbyw3tnms0d0.mp4
心太软,https://vd2.bdstatic.com/mda-me87py9xduaq2k8y/sc/cae_h264/1620538798907834750/mda-me87py9xduaq2k8y.mp4
容易受伤的女人,https://vd4.bdstatic.com/mda-mdqdhn8hmxucarwj/sc/cae_h264/1619345467/mda-mdqdhn8hmxucarwj.mp4
初恋情人,https://vd3.bdstatic.com/mda-mc9fzkwkpyvd25s0/v2-hknm/sc/mda-mc9fzkwkpyvd25s0.mp4
俩俩相忘,https://vd2.bdstatic.com/mda-mbrc9u04rw68mm8t/v2-hknm/sc/mda-mbrc9u04rw68mm8t.mp4
只愿一生爱一人,https://vd2.bdstatic.com/mda-nbkck6tjhcw8cud9/sc/cae_h264_delogo/1645439935483863484/mda-nbkck6tjhcw8cud9.mp4
痴情的爱,https://vd4.bdstatic.com/mda-na71aeh0j15w25jq/sc/cae_h264/1641672707647844674/mda-na71aeh0j15w25jq.mp4
龙飘飘《歌声恋情》,https://vdse.bdstatic.com//552f15ac34dc97bdb3cc7725cd0a0aa4.mp4
爱你在心口难开,https://vd2.bdstatic.com/mda-nahzx2eibnvetiri/sc/cae_h264_delogo/1642551650836127971/mda-nahzx2eibnvetiri.mp4
龙飘飘《我没醉》,https://vd2.bdstatic.com/mda-jg4p0dca1k9v92aw/sc/mda-jg4p0dca1k9v92aw.mp4
精选韩宝仪经典歌曲10首,https://vdse.bdstatic.com//42d5ac65a9070eeab2513bf6bc65ea4d.mp4
十二美女DJ,https://vdse.bdstatic.com//ac55169e6b940b065cbf9ceeb4257ee0.mp4
情歌皇后林翠萍《相见不如不见》FHD,https://vdse.bdstatic.com//1f65ad884619a069c68572f1ac9e2b0e.mp4
林翠萍《负心的你》FHD,https://vdse.bdstatic.com//16425f9f93e382e23bcde71f8ed85a4c.mp4
林翠萍经典老歌《相会在梦里》FHD,https://vdse.bdstatic.com//00fb72cd0b27bec6d9c0cd915874b50e.mp4
林翠萍经典情歌《相思豆》FHD,https://vdse.bdstatic.com//986498bb0ccd2114ba1274df22fae332.mp4
精选韩宝仪经典歌曲10首FHD,https://vdse.bdstatic.com//42d5ac65a9070eeab2513bf6bc65ea4d.mp4
梨花泪2,https://vd2.bdstatic.com/mda-jh2k42twr9ix7w5n/sc/mda-jh2k42twr9ix7w5n.mp4
龙飘飘惜别的海岸,https://vd3.bdstatic.com/mda-mcjudgzzm23g7b8b/sc/cae_h264/1616245909/mda-mcjudgzzm23g7b8b.mp4
成长的岁月,https://vd3.bdstatic.com/mda-nc34e3hve4qzxbz1/sc/cae_h264_delogo/1646363675302548961/mda-nc34e3hve4qzxbz1.mp4
台语《看破一场情梦》,https://vd2.bdstatic.com/mda-nd3iirb5dhrx5f0k/sc/cae_h264_delogo/1649080233955615345/mda-nd3iirb5dhrx5f0k.mp4
汪明荃《水仙花》,https://vd2.bdstatic.com/mda-ma8hrcpni6y9v4ss/sc/cae_h264_nowatermark/1610167163/mda-ma8hrcpni6y9v4ss.mp4
甄妮《明日话今天》,https://vd3.bdstatic.com/mda-kf3vn1hu1vfgmnbk/hd/mda-kf3vn1hu1vfgmnbk.mp4
漫漫前路,https://vd3.bdstatic.com:443/mda-mg88xryxju37pk01/fhd/cae_h264_nowatermark/1625872882350225390/mda-mg88xryxju37pk01.mp4
抹去泪水,https://vd3.bdstatic.com:443/mda-ma4fz0hwxwjr71fz/v1-cae/1080p/mda-ma4fz0hwxwjr71fz.mp4
樱花之恋,https://vd2.bdstatic.com:443/mda-kmif3an5j8g4p17k/mda-kmif3an5j8g4p17k.mp4
点歌的人,https://vd2.bdstatic.com:443/mda-mdm49wmbizkh6b8m/1080p/h264_cae/1620659683848613727/mda-mdm49wmbizkh6b8m.mp4
浪子闲话,https://vd2.bdstatic.com:443/mda-maugi03nhmfbkdmz/v1-cae/1080p/mda-maugi03nhmfbkdmz.mp4
人生路,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgirrFjAYo5oiRyQI.mp4
新娘不是我,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAghbrFjAYoqIWF6gU.mp4
哑巴新娘,https://vdse.bdstatic.com//1a3fdd4def6feeef6a49f4c2bfd9fec2.mp4
龙飘飘《弥渡山歌》,https://vd4.bdstatic.com/mda-nch34dr0dyi5ate6/sc/cae_h264_delogo/1647569950047413922/mda-nch34dr0dyi5ate6.mp4
龙飘飘《一错再错》,https://vd3.bdstatic.com/mda-nckity6bpqtb931s/sc/cae_h264_delogo/1647868957287280386/mda-nckity6bpqtb931s.mp4
龙飘飘《说声对不起》,https://vd2.bdstatic.com/mda-igved95g3308e1ea/sc/mda-igved95g3308e1ea.mp4
韩宝仪《除了你》,https://vd2.bdstatic.com/mda-mfdf071grty8ku7v/sc/cae_h264/1623667503784559794/mda-mfdf071grty8ku7v.mp4
爱情的酒谁喝都醉,http://em.21dtv.com/songs/60110173.mkv
美丽娜鲁湾,https://vd2.bdstatic.com/mda-kdhspg6rk99n5ej4/mda-kdhspg6rk99n5ej4.mp4?
亲爱的你过得怎样,https://vd3.bdstatic.com/mda-mac99h1yvv0e68b7/v1-cae/mda-mac99h1yvv0e68b7.mp4
陕北民歌《三十里铺》,https://vd2.bdstatic.com/mda-kfeqwmy3psf16f9d/sc/mda-kfeqwmy3psf16f9d.mp4
《黄土之恋》,https://vd3.bdstatic.com/mda-mkr80i6acnhze34u/sc/cae_h264/1637909431732233186/mda-mkr80i6acnhze34u.mp4
下马酒,https://vd2.bdstatic.com/mda-nc63b3ur8rkmib4f/sc/cae_h264_delogo/1646622585240960637/mda-nc63b3ur8rkmib4f.mp4
《信天游》,https://vd3.bdstatic.com/mda-ncq6e6ke540t6pc8/sc/cae_h264_delogo/1648184195732437807/mda-ncq6e6ke540t6pc8.mp4
刘欢《少年壮志不言愁》,https://vd3.bdstatic.com/mda-ibeq03ebzkkses99/sc/mda-ibeq03ebzkkses99.mp4
刘欢《少年壮志不言愁》,https://vd3.bdstatic.com/mda-ibeq03ebzkkses99/sc/mda-ibeq03ebzkkses99.mp4
刘欢《少年壮志不言愁》,https://vd3.bdstatic.com/mda-ibeq03ebzkkses99/sc/mda-ibeq03ebzkkses99.mp4
刀郎的经典老歌《情人》,https://vd4.bdstatic.com/mda-nc26s92ymgzgj1v9/sc/cae_h264_delogo/1646285072719344984/mda-nc26s92ymgzgj1v9.mp4
命运不是辘轳,https://vd4.bdstatic.com/mda-ncf96kjkmqcd13z4/sc/cae_h264_delogo/1647412428138119072/mda-ncf96kjkmqcd13z4.mp4
今生太短来生太远,https://vd2.bdstatic.com/mda-nc7evy2grbuutqp6/sc/cae_h264_delogo/1646736505450186100/mda-nc7evy2grbuutqp6.mp4
红尘只是个过客,https://vd2.bdstatic.com/mda-mhq68s6g444n437t/hd/cae_h264/1629865742325435508/mda-mhq68s6g444n437t.mp4
陕北民歌回到山沟沟,https://vd4.bdstatic.com/mda-im5cy9p7nxa6dxg5/sc/mda-im5cy9p7nxa6dxg5.mp4
闽南语《金包银》,https://vd3.bdstatic.com/mda-ncuams20p2kgfsus/hd/cae_h264_delogo/1648539286515570338/mda-ncuams20p2kgfsus.mp4
龙飘飘,https://vd2.bdstatic.com/mda-nd0cj7t0tjpz0vqf/sc/cae_h264_delogo/1648947457487106100/mda-nd0cj7t0tjpz0vqf.mp4
林玉英《爱的誓言》,https://vd4.bdstatic.com/mda-ncvrgfn6y72mt0p4/sc/cae_h264_delogo/1648665976342137673/mda-ncvrgfn6y72mt0p4.mp4
林玉英《一年又一年》,https://vd2.bdstatic.com/mda-mktpc3drn5pgzx9v/sc/cae_h264/1638121534938152327/mda-mktpc3drn5pgzx9v.mp4
林玉英醉了我的心,https://vd2.bdstatic.com/mda-nd06v00yfukz8ags/720p/h264_delogo/1648788670571072661/mda-nd06v00yfukz8ags.mp4
今生最美的遇见,https://vd4.bdstatic.com/mda-ncjf6j5xqwx35wxc/sc/cae_h264_delogo/1647774687601159968/mda-ncjf6j5xqwx35wxc.mp4
多彩的哈达,https://vd2.bdstatic.com/mda-nccdp2tcnwx6cpmn/sc/cae_h264_delogo/1647164915434344506/mda-nccdp2tcnwx6cpmn.mp4
情歌DJ舞曲,https://vd2.bdstatic.com/mda-nag6y4ryfy5a0hjb/720p/h264_delogo/1642396108696963578/mda-nag6y4ryfy5a0hjb.mp4
9首醉人的情歌,https://vd2.bdstatic.com/mda-nca3btr4bdxce5wj/sc/cae_h264_delogo/1647136483442128566/mda-nca3btr4bdxce5wj.mp4
韩宝仪《情人桥》,https://vd4.bdstatic.com/mda-jehka6exkt6va8id/sc/mda-jehka6exkt6va8id.mp4
永刚音乐7,#gengre#
韩宝仪无聊的游戏,https://vd2.bdstatic.com/mda-nb8j3b6sz77bdvk8/sc/cae_h264_delogo/1644413904258506067/mda-nb8j3b6sz77bdvk8.mp4
高胜美一首盼情郎,https://vd4.bdstatic.com/mda-jjkd6zi5r667s7du/sc/mda-jjkd6zi5r667s7du.mp4
高胜美一首《缘》,https://vd4.bdstatic.com/mda-nbcca0z40zmt3rxw/sc/cae_h264_delogo/1644743765797477369/mda-nbcca0z40zmt3rxw.mp4
高胜美一首《昨夜星辰》,https://vd3.bdstatic.com/mda-jj6rvukifu0iccpa/sc/mda-jj6rvukifu0iccpa.mp4
开门红,https://vd4.bdstatic.com/mda-naumbqnuhghzwq6s/fhd/cae_h264_nowatermark_delogo/1643500121185218879/mda-naumbqnuhghzwq6s.mp4
过年了回家了,https://vd3.bdstatic.com/mda-nau39z4svszcr0x5/fhd/cae_h264_nowatermark_delogo/1643429243213785899/mda-nau39z4svszcr0x5.mp4
舞听心,https://vd3.bdstatic.com/mda-naubh8wjdxep39i7/sc/cae_h264_nowatermark_delogo/1643490560506164888/mda-naubh8wjdxep39i7.mp4
谁的眼泪,https://vd4.bdstatic.com/mda-naufwrgmxces4p9f/fhd/cae_h264_nowatermark_delogo/1643455853836270081/mda-naufwrgmxces4p9f.mp4
来生再续缘,https://vd4.bdstatic.com/mda-naug0ppk86i3en54/fhd/cae_h264_nowatermark_delogo/1643495434422194671/mda-naug0ppk86i3en54.mp4
串烧,https://vd3.bdstatic.com/mda-nasei1k8rq1b9he8/fhd/cae_h264_nowatermark_delogo/1643490040666526416/mda-nasei1k8rq1b9he8.mp4
雁双飞,https://vd4.bdstatic.com/mda-nau5ijf7h2jdvb7j/fhd/cae_h264_nowatermark_delogo/1643430789557629650/mda-nau5ijf7h2jdvb7j.mp4
天蓝蓝,https://vd3.bdstatic.com/mda-nas3kv2bgmm7nmac/fhd/cae_h264_nowatermark_delogo/1643360433272837428/mda-nas3kv2bgmm7nmac.mp4
自由飞翔,https://vd3.bdstatic.com/mda-mm6j8r2x8c8a4j85/fhd/cae_h264_nowatermark/1638896746949899198/mda-mm6j8r2x8c8a4j85.mp4




李玲玉《不能再爱你》,https://vd4.bdstatic.com/mda-ncv8kwq5zpr76p7i/sc/cae_h264_delogo/1648620604427559002/mda-ncv8kwq5zpr76p7i.mp4
永远放你在心底,https://vd2.bdstatic.com/mda-ncwkix9kgz2hgz10/720p/h264_delogo/1648737117641906666/mda-ncwkix9kgz2hgz10.mp4
林玉英演唱《缘》,https://vd4.bdstatic.com/mda-ieefwbsv8yty9hzk/sc/mda-ieefwbsv8yty9hzk.mp4
《去打工》,https://vd4.bdstatic.com/mda-jcupj1c4403zg8r1/sc/mda-jcupj1c4403zg8r1.mp4
上班苦上班累,https://vd3.bdstatic.com/mda-kctgvnzsziuf0tr5/sc/mda-kctgvnzsziuf0tr5.mp4
上班苦上班累顺口溜,https://vd3.bdstatic.com/mda-jfsg2shdkjapkz4k/sc/mda-jfsg2shdkjapkz4k.mp4
爱你到最后一刻,https://vd3.bdstatic.com/mda-mhr9c7q9xzgy1812/1080p/cae_h264/1630062648077583523/mda-mhr9c7q9xzgy1812.mp4
周华健_朋友,http://vodcdn.video.taobao.com/oss/ali-video/6079de4355c45a42073ead75954c1b2f/video.m3u8
周华健_风雨无阻,http://vodcdn.video.taobao.com/oss/ali-video/8d77795bdc63d87125ba47f993e0bfb4/video.m3u8
张智霖_现代爱情故事,http://vodcdn.video.taobao.com/oss/ali-video/864b1ca28cb8b566e2989775ae737de7/video.m3u8
张智霖_片片枫叶情,http://vodcdn.video.taobao.com/oss/ali-video/1d02cf8794a542c930fbf210c0a4e3e7/video.m3u8
叶倩文_潇洒走一回,http://vodcdn.video.taobao.com/oss/ali-video/371d75312720e701b5f3988d46cdf4ef/video.m3u8
叶倩文_我的爱对你说,http://bizcommon.alicdn.com/l2nDqpMmn6DGHnWzZQA/7xXG24i7EbZtCTOtSnh%40%40sd.m3u8
叶倩文_伤逝,http://vodcdn.video.taobao.com/oss/ali-video/9f6ad7cd057bc2cf21d1c5a6cc57eed7/video.m3u8
叶倩文_曾经心痛,http://vodcdn.video.taobao.com/oss/ali-video/0ea34400f2502a94ee14aea506e0042b/video.m3u8
杨钰莹_我不想说,http://vodcdn.video.taobao.com/oss/ali-video/cc97a07de2cac88c025590ef874253fc/video.m3u8
杨钰莹_轻轻告诉你,http://vodcdn.video.taobao.com/oss/ali-video/1905c60363f40cea52f342ec59132da0/video.m3u8
杨钰莹_红彤彤的春天,http://vodcdn.video.taobao.com/oss/ali-video/31fcc5242ffc9a00a5a62d89b21c0bea/video.m3u8
杨钰莹_等你一万年,http://vodcdn.video.taobao.com/oss/ali-video/e1e0b88e5c6d40d7176f353d41aac985/video.m3u8
杨曼_9999滴眼泪,http://vodcdn.video.taobao.com/oss/ali-video/f6d027835c0e8f72d3c74379b86fb696/video.m3u8
许茹芸_我依然爱你,http://vodcdn.video.taobao.com/oss/ali-video/4c4ec12e6efa0d76e5a269ac05ea394e/video.m3u8
许茹芸_如果云知道,http://vodcdn.video.taobao.com/oss/ali-video/fd87aea7bc293a5930b8a64c752df476/video.m3u8
许茹芸_泪海,http://vodcdn.video.taobao.com/oss/ali-video/76fe6eb28aee716783f2a47ba8a15e5a/video.m3u8
许茹芸_独角戏,http://vodcdn.video.taobao.com/oss/ali-video/5333f389ce940d0a2c1dd6090927746c/video.m3u8
许茹芸_独角戏,http://vodcdn.video.taobao.com/oss/ali-video/5333f389ce940d0a2c1dd6090927746c/video.m3u8
巫启贤_只因你伤心,http://vodcdn.video.taobao.com/oss/ali-video/c28acbe36530da595b04161855bba004/video.m3u8
巫启贤_太傻,http://vodcdn.video.taobao.com/oss/ali-video/e6f2953419f904065dc2ce38efc85515/video.m3u8
王心凌_我会好好的,http://vodcdn.video.taobao.com/oss/ali-video/8f327fd6bce61d0cf4159601a64b395b/video.m3u8
王心凌_第一次爱的人,http://vodcdn.video.taobao.com/oss/ali-video/ca36ac1783434eb19f59aadd056b05e1/1457686780/video.m3u8.m3u8
王杰_说谎的爱人,http://vodcdn.video.taobao.com/oss/ali-video/c018ec304eb6566b56d7f0b85c77b473/video.m3u8
王菲_容易受伤的女人(粤语),http://vodcdn.video.taobao.com/oss/ali-video/ed5aed790e002b229c9a8870e900f985/video.m3u8
誓言_求佛,http://vodcdn.video.taobao.com/oss/ali-video/f4f761d970399f186ce1f9ac6d009721/video.m3u8
任齐贤_心太软,http://vodcdn.video.taobao.com/oss/ali-video/1675208d8b5f0f0d8ce09236f4068dfe/video.m3u8
裘正海_爱你十分泪七分,http://vodcdn.video.taobao.com/oss/ali-video/6ad63af2dc4b244d0dc773b2004374c3/video.m3u8
彭佳慧_回味,http://vodcdn.video.taobao.com/oss/ali-video/6801f707771eacdb5264f8bb20e4d599/video.m3u8
孟庭苇_真的还是假的,http://bizcommon.alicdn.com/l2nDqpMmn6DGHnWzZQA/vhJvCIZiDOz7f6VTCON%40%40hd.m3u8
孟庭苇_一个爱上浪漫的人,http://bizcommon.alicdn.com/l2nDqpMmn6DGHnWzZQA/DpBYbctgwaRj7bEYzFn%40%40hd.m3u8
孟庭苇_雾里看花,http://bizcommon.alicdn.com/l2nDqpMmn6DGHnWzZQA/fi3PjAgsnTjwzAvSboT%40%40hd.m3u8孟庭苇_我说的谎都是真的,http://bizcommon.alicdn.com/l2nDqpMmn6DGHnWzZQA/9aqTcUjlJ7KZkA37W1E%40%40hd.m3u8
孟庭苇_没有情人的情人节,http://vodcdn.video.taobao.com/oss/ali-video/c041d5ed45716d7d73233244b528eed6/video.m3u8
孟庭苇_红雨,http://vodcdn.video.taobao.com/oss/ali-video/a816f01838e07c4dac5f8612331bca63/video.m3u8
孟庭苇_过冬,http://bizcommon.alicdn.com/l2nDqpMmn6DGHnWzZQA/U9QKnKK2RpKMElnSS07%40%40hd.m3u8
孟庭苇_冬季到台北来看雨,http://bizcommon.alicdn.com/l2nDqpMmn6DGHnWzZQA/Pd8qTC385qKJVXaXcKj%40%40hd.m3u8
孟庭苇_风中有朵雨做的云,http://bizcommon.alicdn.com/l2nDqpMmn6DGHnWzZQA/Cg9qI5imMInpPvK5Mnm%40%40hd.m3u8
孟庭苇_不下雨就出太阳吧,http://bizcommon.alicdn.com/l2nDqpMmn6DGHnWzZQA/lhaW77A2RRwiJrh0CiJ%40%40hd.m3u8#isVideo=true#
孟庭苇_把思念寄托远方,http://bizcommon.alicdn.com/l2nDqpMmn6DGHnWzZQA/Y0iKpwmE2YZona6PY7A%40%40hd.m3u8#isVideo=true#
毛宁_晚秋,http://vodcdn.video.taobao.com/oss/ali-video/95751adaad64e6ca860b18f4855cd94d/video.m3u8#isVideo=true#
毛宁_蓝蓝的夜蓝蓝的梦,http://vodcdn.video.taobao.com/oss/ali-video/6d5a8c2e7667e3d6138246a45571d1f7/video.m3u8#isVideo=true#
杨钰莹_心雨,http://vodcdn.video.taobao.com/oss/ali-video/0191a1eb6017684a3641a51d32c9633a/video.m3u8#isVideo=true#
吕方_朋友别哭,http://bizcommon.alicdn.com/l2nDqpMmn6DGHnWzZQA/qgljCDKewD8vEgOMrrt%40%40sd.m3u8#isVideo=true#
吕方_多爱你一天,http://vodcdn.video.taobao.com/oss/ali-video/dcd97358c3e72377932aa883727320f9/video.m3u8#isVideo=true#
梁静茹_勇气,http://vodcdn.video.taobao.com/oss/ali-video/f501ffc81da040099b17fb1db30b92fe/1462937648/video.m3u8.m3u8#isVideo=true#
梁朝伟_一天一天爱恋,http://vodcdn.video.taobao.com/oss/ali-video/d8c74bd184d05f8cf1cbd4bbd7307f79/video.m3u8#isVideo=true#
李翊君_多情人都把灵魂给了谁,http://bizcommon.alicdn.com/l2nDqpMmn6DGHnWzZQA/o1koj80kDcERprb8epC%40%40hd.m3u8#isVideo=true#
胡杨林_香水有毒,http://vodcdn.video.taobao.com/oss/ali-video/180f9fcdb9e2b24d3b13a526fb90003e/video.m3u8#isVideo=true#
光良_童话,http://vodcdn.video.taobao.com/oss/ali-video/e2c54a5b89aaa794cfc186c41d2ef348/video.m3u8#isVideo=true#

光良_第一次,http://vodcdn.video.taobao.com/oss/ali-video/fe68ff471420aaefcb3a7f4f413ad3f4/video.m3u8#isVideo=true#
陈倩倩_婴儿,http://vodcdn.video.taobao.com/oss/ali-video/4fc8d043456c092c392483bd293d0ee3/video.m3u8#isVideo=true#
陈明真_念念不忘的情人,http://vodcdn.video.taobao.com/oss/ali-video/a4e5b03f0ce8a9b20cea95e6ff3ce25a/video.m3u8
陈明真_变心的翅膀,http://vodcdn.video.taobao.com/oss/ali-video/e18dd3abfada11fb6faf26a521084343/video.m3u8
陈慧娴_跳舞街,http://vodcdn.video.taobao.com/oss/ali-video/5e463c16339f3dd6839e6a7d2074915c/video.m3u8
草蜢_失恋阵线联盟,http://vodcdn.video.taobao.com/oss/ali-video/bbae2fc164d9517913ed5a9117f8455b/video.m3u8
草蜢_宝贝对不起,http://bizcommon.alicdn.com/l2nDqpMmn6DGHnWzZQA/RQdMfitGKCINh4BPzc9%40%40sd.m3u8
草蜢_半点心,http://vodcdn.video.taobao.com/oss/ali-video/68fc953ff930412784dada5eb79d0821/1461058499/video.m3u8.m3u8
可可托海的牧羊人,https://vd4.bdstatic.com/mda-kki9726f7u4b4r9d/hd/mda-kki9726f7u4b4r9d.mp4?playlist=%5B%22hd%22%5D&auth_key=1610981863-0-0-947599e9ecb8e96cceddf0833f392fc9&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=all
醉倾城,https://vd3.bdstatic.com/mda-kkcszm6mwjf00ejx/mda-kkcszm6mwjf00ejx.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D&pd=20
蔡依琳,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg1veR5wUosO_wxAM.mp4
北方的芙蓉,http://txmov2.a.yximgs.com/upic/2020/11/08/20/BMjAyMDExMDgyMDQ2MzFfMTU0MDc1NjUwOF8zODk0ODk4NDQ5OV8yXzM=_b_B209a3bf8e8fcfda7d4b0e8e01a8bb5f1.mp4
我的楼兰,http://txmov2.a.yximgs.com/upic/2020/11/29/02/BMjAyMDExMjkwMjMzMTNfMTU0MDc1NjUwOF8zOTk0OTgyNzAxMV8yXzM=_b_B321da89e094e6abb1f75e148896a01af.mp4
轻易爱上错,http://txmov2.a.yximgs.com/upic/2020/11/08/20/BMjAyMDExMDgyMDUyMTJfMTU0MDc1NjUwOF8zODk0OTEzMDc4MF8yXzM=_b_Bf9dc12ba3dd14498ddbe8c2c326d0e58.mp4
黄昏之恋,http://txmov2.a.yximgs.com/upic/2020/12/17/15/BMjAyMDEyMTcxNTU4MDJfMTU0MDc1NjUwOF80MDg0NzI4NTQ3NV8yXzM=_b_Bf21b260fe57f4ea92f16595655476453.mp4
